Batch,IoU,Dice Coefficient,Pixel Accuracy
Batch_850,0.16918808221817017,0.28625017404556274,0.9789485931396484
Batch_851,0.10525037348270416,0.18878871202468872,0.9792976379394531
Batch_852,0.19317910075187683,0.31779223680496216,0.9819755554199219
Batch_853,0.1603788435459137,0.2688553035259247,0.9799003601074219
Batch_854,0.1576060652732849,0.26759418845176697,0.9794731140136719
Batch_855,0.14803075790405273,0.2568865418434143,0.980499267578125
Batch_856,0.13615752756595612,0.23753005266189575,0.9789962768554688
Batch_857,0.19803853332996368,0.3272826373577118,0.9814300537109375
Batch_858,0.16633294522762299,0.28434067964553833,0.9781074523925781
Batch_859,0.13597014546394348,0.23749390244483948,0.9788818359375
Batch_860,0.11810992658138275,0.20983798801898956,0.9804573059082031
Batch_861,0.12550796568393707,0.21901258826255798,0.9787883758544922
Batch_862,0.16881446540355682,0.2884211838245392,0.980255126953125
Batch_863,0.17654532194137573,0.2914868891239166,0.9819927215576172
Batch_864,0.2183867245912552,0.3566131591796875,0.9810199737548828
Batch_865,0.12007312476634979,0.21237094700336456,0.9779033660888672
Batch_866,0.2001800388097763,0.3244381546974182,0.9822540283203125
Batch_867,0.19305472075939178,0.3193746507167816,0.9805622100830078
Batch_868,0.2009313702583313,0.3303307294845581,0.9809989929199219
Batch_869,0.17113983631134033,0.28852367401123047,0.9793205261230469
Batch_870,0.14201413094997406,0.24668098986148834,0.9809741973876953
Batch_871,0.15194913744926453,0.25900426506996155,0.9799118041992188
Batch_872,0.16795578598976135,0.2853055000305176,0.9816818237304688
Batch_873,0.2331276535987854,0.3700137138366699,0.9828758239746094
Batch_874,0.21409092843532562,0.3519771695137024,0.9805831909179688
Batch_875,0.14330372214317322,0.24808570742607117,0.9791316986083984
Batch_876,0.17775964736938477,0.29423126578330994,0.9820709228515625
Batch_877,0.189659982919693,0.3145033121109009,0.9788856506347656
Batch_878,0.14671042561531067,0.25391462445259094,0.9799766540527344
Batch_879,0.17185968160629272,0.2905799448490143,0.9798526763916016
Batch_880,0.1325354427099228,0.23318733274936676,0.9788551330566406
Batch_881,0.1479613482952118,0.252827525138855,0.9815082550048828
Batch_882,0.17417223751544952,0.2940976619720459,0.9808731079101562
Batch_883,0.1419355273246765,0.24799303710460663,0.9790706634521484
Batch_884,0.18624217808246613,0.3043397068977356,0.9809608459472656
Batch_885,0.14435765147209167,0.2516394853591919,0.9800930023193359
Batch_886,0.1495327651500702,0.25821250677108765,0.9794063568115234
Batch_887,0.1938513219356537,0.32420969009399414,0.9826126098632812
Batch_888,0.16522227227687836,0.28176039457321167,0.9806613922119141
Batch_889,0.13688397407531738,0.2390957921743393,0.9803390502929688
Batch_890,0.12820306420326233,0.22525554895401,0.9803581237792969
Batch_891,0.13595908880233765,0.22499167919158936,0.9793910980224609
Batch_892,0.17744800448417664,0.2925606071949005,0.9778556823730469
Batch_893,0.16966839134693146,0.2871739864349365,0.9815845489501953
Batch_894,0.12826141715049744,0.22445863485336304,0.9792308807373047
Batch_895,0.1764361709356308,0.28786954283714294,0.9804744720458984
Batch_896,0.14849473536014557,0.25693827867507935,0.9806919097900391
Batch_897,0.2663375437259674,0.41869789361953735,0.9849338531494141
Batch_898,0.14900150895118713,0.25462228059768677,0.9792213439941406
Batch_899,0.10558605194091797,0.19051405787467957,0.9786815643310547
Batch_900,0.16160830855369568,0.2743111252784729,0.9796772003173828
Batch_901,0.14938557147979736,0.2578827142715454,0.9806804656982422
Batch_902,0.1268986165523529,0.22066906094551086,0.9797573089599609
Batch_903,0.1867271214723587,0.31010448932647705,0.9800453186035156
Batch_904,0.13570520281791687,0.23445208370685577,0.9803867340087891
Batch_905,0.177942156791687,0.29927968978881836,0.9804553985595703
Batch_906,0.16220559179782867,0.27660781145095825,0.9775447845458984
Batch_907,0.15121951699256897,0.2599034607410431,0.9792671203613281
